 SL NO.,Comment,Emotion
2635,"আলহামদুলিল্লাহ্‌ আমাদের এই ছোট্ট ফুলের বিদ্যালয় টা আরো এগিয়ে যাক সগৌরবে।",Neutral
2636,"আমরা যখন বড় হচ্ছিলাম তখন এক মন (প্রায় চল্লিশ কেজি) চাল ৩৮, ধান ২৬ ছিল .",Neutral
2637,"বাঁচতে হলে জানতে হবে,ভালো বলেছেন ।",Neutral
2638,"আমরা যারা ফেসবুকে প্রমোশনের জন্য পেওনিওঅ/পেপ্যাল ব্যবহার করছি। এই গেটওয়ে গুলো কি এর আওতামুক্ত থাকবে।",Neutral
2639,"জেলা কৃষি সম্প্রসারণ কর্মকর্তা নয় উপ পরিচালক হবে।",Neutral
2640,ভাল কিছু চিন্তা করেই এই সব সুবিধা চালু করা হয়। পরে সেইটাই বিপরীত ক্রিয়া ঘটিয়ে ছাড়ে। মোবাইল ব্যাংকিং ,Neutral
2641,"ফেব্রুয়ারী থেকে নয় কেন? বি-বি ও ব্যাংকগুলি কি মাত্র অর্থনৈতিক বছর হিসেবে কার্যকরী?",Neutral
2642,ওরা কোটি মানুষের সম্পদকে নিজেদের কাছে পুঞ্জিভুত করে রেখেছে খুব সুকৌশলে। কেউ অপর কারো সংসার চালায়না।,Neutral
2643,এখানে যেন আমাদের দেশের কর্তারা নীরব। যেখানে উন্নত দেশের রায় হয়ে গেছে সেখানে আমাদের ফাইলই গোছানো হয়নি,Neutral
2644,"যার বিয়ে তার খবর নাই,পাড়াপড়শির ঘুম নায়।",Neutral
2645,"আজব এক দেশ বাংলাদেশ।যে দেশের টাকা চুরি হল, সেই দেশের কোন ব্যাংক কর্মকর্তা বা কর্মচারীর চাকুরী ",Neutral
2646,"বাংলাদেশের কেউ জড়িত কি নাতাদের নাম কই?",Neutral
2647,"চমতকার সংবাদ। নির্বাচন আইছে এখন নাকে সরিষার তেল দিয়ে ঘুমান।",Neutral
2648,"এ কথা তো বিগত ১০ বছর থেকে শুনছি",Neutral
2649,"দামি ইউনিভার্সিটিতে পড়ার যোগ্যতা সবার থাকেনা।",Neutral
2650,গ্যাস রপ্তানি করা আর শিল্প কারখানায় গ্যাস দেবার পার্থক্য কি? বড়লোকদের শিল্প প্রতিষ্ঠানে গ্যাস দেবেন,Neutral
2651,"ছোটোদের মারতে ওস্তাদলোক",Neutral
2652,"চিন্তার কিছু নাই। ‘দরবেশরা’ আছে না?",Neutral
2653,"আগরতলা আর খাটের তলা কি এক",Neutral
2654,"সরকার বাজেট বাস্তবায়ন করছে জোর করে গরীব জনগনকে করজালে আটকিয়ে, সে খবর কি রাখেন আপনারা ?",Neutral
2655,"এত অাইন লিখতে পারে, টেলিটকের সেবার ব্যবস্থার কিছু করতে পারে না। গ্রামীনফোন,",Neutral
2656,"আমরা সবসময় সমালোচনা করি?এবার নাহয়?মনোভাব একটু পরিবর্তনকরি।
",Neutral
2657,"আমাদের টাকা নিয়ে নয় ছয় খেলবেন না প্লিজ।",Neutral
2658,"এনএসইউ কি একটি লাভজনক ব্যবসা প্রতিষ্ঠান?",Neutral
2659,"যানজট দেখতে চাইলে লস অ্যাঞ্জেলেসে আসুন।",Neutral
2660,"জাপান চীনকে বেশি বেশি সুযোগ দেয়া উচিত",Neutral
2661,"বড় বিনিয়োগকারীদের সঞ্চয়পত্র কিনতে দেবে না সরকার কিন্তু ব্যাংক লুটপাট এর সুযোগ তো থাকছেই ।",Neutral
